Date,Open,High,Low,Close,Adj Close,Volume
1963-05-13,6.550481,6.590545,6.470353,6.570513,1.150125,906048
1963-05-20,6.550481,6.690705,6.480369,6.640625,1.162398,839904
1963-05-27,6.640625,6.750801,6.570513,6.730769,1.178176,736320
1963-06-03,6.730769,6.760817,6.540465,6.610577,1.157139,703872
1963-06-10,6.610577,6.610577,6.500401,6.510417,1.139607,656448
1963-06-17,6.510417,6.540465,6.350160,6.520433,1.141360,848640
1963-06-24,6.520433,6.560497,6.229968,6.330128,1.115050,746304
1963-07-01,6.320112,6.470353,6.250000,6.450321,1.136222,489216
1963-07-08,6.450321,6.480369,6.340144,6.350160,1.118578,632736
1963-07-15,6.340144,6.400240,6.260016,6.280048,1.106228,610272
1963-07-22,6.280048,6.310096,6.099760,6.159856,1.085055,843648
1963-07-29,6.159856,6.330128,6.119792,6.310096,1.111521,602784
1963-08-05,6.310096,6.440304,6.300080,6.410256,1.129164,631488
1963-08-12,6.410256,6.580529,6.390224,6.550481,1.153865,819936
1963-08-19,6.550481,6.560497,6.480369,6.520433,1.148572,542880
1963-08-26,6.520433,6.540465,6.390224,6.530449,1.150336,520416
1963-09-02,6.530449,6.600561,6.460337,6.540465,1.152101,797472
1963-09-09,6.540465,6.710737,6.460337,6.660657,1.173272,1191840
1963-09-16,6.660657,6.680689,6.540465,6.610577,1.171584,928512
1963-09-23,6.590545,6.590545,6.360176,6.390224,1.132530,738816
1963-09-30,6.390224,6.470353,6.340144,6.440304,1.141407,610272
1963-10-07,6.440304,6.450321,6.209936,6.290064,1.114780,700128
1963-10-14,6.290064,6.500401,6.260016,6.470353,1.146731,859872
1963-10-21,6.480369,6.540465,6.400240,6.440304,1.141407,665184
1963-10-28,6.460337,6.830929,6.460337,6.610577,1.171584,1933152
1963-11-04,6.610577,6.660657,6.420272,6.510417,1.153832,561600
1963-11-11,6.510417,6.590545,6.370192,6.400240,1.134306,604032
1963-11-18,6.400240,6.430288,6.009615,6.039663,1.070402,873600
1963-11-25,6.300080,6.610577,6.300080,6.610577,1.171584,879840
1963-12-02,6.610577,6.690705,6.560497,6.660657,1.180460,1311648
1963-12-09,6.660657,6.870994,6.600561,6.850962,1.214187,1410240
1963-12-16,6.850962,6.891026,6.680689,6.700721,1.195506,970944
1963-12-23,6.680689,6.810897,6.620593,6.750801,1.204441,459264
1963-12-30,6.750801,7.041266,6.750801,6.891026,1.229460,770016
1964-01-06,6.891026,7.001202,6.790865,6.961138,1.241968,847392
1964-01-13,6.931090,6.931090,6.770833,6.820913,1.216951,809952
1964-01-20,6.820913,6.921074,6.770833,6.860978,1.224098,745056
1964-01-27,6.860978,7.051282,6.860978,7.041266,1.256264,982176
1964-02-03,7.051282,7.131410,7.011218,7.051282,1.258051,949728
1964-02-10,7.051282,7.191506,7.021234,7.121394,1.270560,917280
1964-02-17,7.101362,7.101362,6.991186,7.011218,1.250903,646464
1964-02-24,7.011218,7.041266,6.770833,6.860978,1.224098,985920
1964-03-02,6.881010,7.021234,6.881010,6.971154,1.243755,940992
1964-03-09,6.971154,7.301683,6.931090,7.181490,1.281281,2228928
1964-03-16,7.181490,7.251603,6.991186,7.011218,1.258815,1080768
1964-03-23,7.011218,7.041266,6.790865,6.941106,1.246227,878592
1964-03-30,6.941106,7.141426,6.941106,7.101362,1.275000,763776
1964-04-06,7.101362,7.111378,6.931090,6.931090,1.244429,619008
1964-04-13,6.931090,6.971154,6.830929,6.901042,1.239034,872352
1964-04-20,6.911058,6.951122,6.780849,6.800881,1.221051,909792
1964-04-27,6.790865,6.790865,6.590545,6.670673,1.197674,1533792
1964-05-04,6.670673,6.680689,6.560497,6.640625,1.192278,950976
1964-05-11,6.640625,6.710737,6.460337,6.690705,1.201269,1448928
1964-05-18,6.690705,6.760817,6.540465,6.630609,1.190479,1203072
1964-05-25,6.620593,6.620593,6.450321,6.490385,1.165303,775008
1964-06-01,6.490385,6.500401,6.320112,6.370192,1.143724,1294176
1964-06-08,6.370192,6.450321,6.330128,6.410256,1.150917,1153152
1964-06-15,6.410256,6.440304,6.340144,6.400240,1.149118,1087008
1964-06-22,6.400240,6.420272,6.310096,6.330128,1.144361,1180608
1964-06-29,6.350160,6.610577,6.350160,6.580529,1.189630,1169376
1964-07-06,6.580529,6.650641,6.510417,6.560497,1.186007,1304160
1964-07-13,6.580529,6.830929,6.580529,6.830929,1.234896,1599936
1964-07-20,6.830929,6.870994,6.780849,6.790865,1.227653,1384032
1964-07-27,6.790865,6.820913,6.560497,6.680689,1.207736,1170624
1964-08-03,6.680689,6.720753,6.550481,6.630609,1.198682,1120704
1964-08-10,6.630609,6.660657,6.490385,6.540465,1.182386,1211808
1964-08-17,6.540465,6.730769,6.530449,6.700721,1.211358,1190592
1964-08-24,6.700721,6.780849,6.560497,6.740785,1.218600,862368
1964-08-31,6.740785,7.001202,6.690705,6.971154,1.260247,1219296
1964-09-07,6.971154,7.091346,6.931090,7.071314,1.278354,904800
1964-09-14,7.071314,7.091346,6.961138,6.971154,1.260247,1099488
1964-09-21,6.971154,7.131410,6.971154,7.121394,1.295504,834912
1964-09-28,7.121394,7.201522,7.111378,7.171474,1.304614,994656
1964-10-05,7.171474,7.211538,7.031250,7.051282,1.282749,927264
1964-10-12,7.051282,7.081330,6.760817,6.941106,1.262706,1057056
1964-10-19,6.941106,7.101362,6.941106,7.101362,1.291860,711360
1964-10-26,7.101362,7.131410,6.971154,7.011218,1.275460,640224
1964-11-02,7.011218,7.111378,6.981170,7.091346,1.290038,665184
1964-11-09,7.091346,7.121394,6.991186,7.061298,1.284571,631488
1964-11-16,7.061298,7.331731,7.031250,7.291667,1.326480,1558752
1964-11-23,7.291667,7.491987,7.251603,7.481971,1.361099,1342848
1964-11-30,7.481971,7.502003,7.271635,7.381811,1.342878,1123200
1964-12-07,7.391827,7.471955,7.231571,7.261619,1.321013,884832
1964-12-14,7.261619,7.311699,7.151442,7.261619,1.328893,896064
1964-12-21,7.261619,7.411859,7.261619,7.291667,1.334394,653952
1964-12-28,7.281651,7.471955,7.191506,7.471955,1.367386,849888
1965-01-04,7.431891,7.612179,7.291667,7.552083,1.382049,1111968
1965-01-11,7.562099,7.872596,7.562099,7.822516,1.431539,1437696
1965-01-18,7.802484,7.862580,7.732372,7.832532,1.433372,1184352
1965-01-25,7.842548,7.982772,7.792468,7.962740,1.457200,1181856
1965-02-01,7.952724,8.052885,7.882612,7.902644,1.446202,1591200
1965-02-08,7.902644,7.962740,7.662260,7.712340,1.411376,1269216
1965-02-15,7.712340,7.842548,7.582131,7.752404,1.418708,881088
1965-02-22,7.752404,8.012821,7.712340,8.002804,1.464532,1236768
1965-03-01,8.002804,8.042869,7.892628,7.992788,1.462699,1209312
1965-03-08,7.992788,8.213141,7.912660,8.213141,1.503024,1039584
1965-03-15,8.213141,8.363381,8.183093,8.233173,1.515086,962208
1965-03-22,8.233173,8.333333,8.012821,8.012821,1.474537,849888
1965-03-29,8.012821,8.092949,7.872596,8.002804,1.472693,975936
1965-04-05,8.002804,8.283253,7.992788,8.223157,1.513243,908544
1965-04-12,8.223157,8.273237,8.143029,8.253205,1.518772,673920
1965-04-19,8.253205,8.323317,8.183093,8.243189,1.516930,625248
1965-04-26,8.243189,8.353365,8.153045,8.353365,1.537204,758784
1965-05-03,8.383413,8.543670,8.373397,8.433494,1.551949,988416
1965-05-10,8.433494,8.553686,8.403446,8.493590,1.563008,641472
1965-05-17,8.493590,8.503606,8.223157,8.253205,1.518772,700128
1965-05-24,8.253205,8.283253,8.052885,8.283253,1.524301,770016
1965-05-31,8.283253,8.323317,7.972756,8.052885,1.481908,688896
1965-06-07,8.052885,8.112981,7.652244,7.742388,1.424770,1272960
1965-06-14,7.742388,7.862580,7.512019,7.772436,1.430301,1483872
1965-06-21,7.772436,7.882612,7.502003,7.522035,1.392228,917280
1965-06-28,7.471955,7.872596,7.331731,7.872596,1.457113,1763424
1965-07-05,7.872596,8.133013,7.832532,8.092949,1.497896,691392
1965-07-12,8.092949,8.122997,7.902644,8.002804,1.481212,856128
1965-07-19,8.002804,8.002804,7.712340,7.892628,1.460820,758784
1965-07-26,7.892628,8.072917,7.802484,8.062901,1.492335,784992
1965-08-02,8.062901,8.323317,7.992788,8.293269,1.534973,784992
1965-08-09,8.293269,8.423478,8.122997,8.363381,1.547951,861120
1965-08-16,8.363381,8.373397,8.143029,8.163061,1.510873,620256
1965-08-23,8.133013,8.413462,8.082933,8.353365,1.546096,727584
1965-08-30,8.373397,8.633814,8.253205,8.633814,1.598004,1240512
1965-09-06,8.633814,8.774038,8.583734,8.774038,1.623959,814944
1965-09-13,8.774038,9.014423,8.754006,8.974359,1.661034,1228032
1965-09-20,8.974359,9.244792,8.944311,9.224760,1.707380,962208
1965-09-27,9.224760,9.635417,9.184696,9.364984,1.743339,2097888
1965-10-04,9.364984,9.575321,9.254808,9.405048,1.750796,1339104
1965-10-11,9.445112,9.535256,9.214744,9.244792,1.720964,752544
1965-10-18,9.244792,9.515224,9.214744,9.435096,1.756391,1205568
1965-10-25,9.435096,9.525240,9.314904,9.475160,1.763848,741312
1965-11-01,9.475160,9.495192,9.294872,9.344952,1.739612,671424
1965-11-08,9.344952,9.385016,9.114583,9.375000,1.745204,846144
1965-11-15,9.375000,9.375000,9.064503,9.184696,1.709779,886080
1965-11-22,9.184696,9.194712,9.014423,9.134615,1.700454,948480
1965-11-29,9.154647,9.214744,9.074519,9.204728,1.713507,852384
1965-12-06,9.164663,9.214744,8.974359,9.054487,1.685539,1359072
1965-12-13,9.064503,9.184696,9.014423,9.074519,1.698965,1106976
1965-12-20,9.074519,9.314904,8.974359,9.274840,1.736471,745056
1965-12-27,9.274840,9.585337,9.214744,9.455128,1.770225,965952
1966-01-03,9.445112,9.595353,9.334936,9.585337,1.794603,943488
1966-01-10,9.585337,9.615385,9.334936,9.385016,1.757098,1003392
1966-01-17,9.385016,9.435096,9.274840,9.415064,1.762723,836160
1966-01-24,9.415064,9.475160,9.154647,9.174679,1.717718,983424
1966-01-31,9.174679,9.234776,8.864183,9.124599,1.708341,992160
1966-02-07,9.124599,9.184696,8.854167,8.874199,1.661460,1115712
1966-02-14,8.874199,9.144631,8.874199,9.054487,1.695216,1289184
1966-02-21,9.014423,9.014423,8.774038,8.834135,1.653960,1067040
1966-02-28,8.834135,8.884215,8.593750,8.683894,1.625831,1687296
1966-03-07,8.653846,8.874199,8.503606,8.784054,1.644583,1438944
1966-03-14,8.733974,8.844151,8.583734,8.794071,1.656570,1067040
1966-03-21,8.794071,8.944311,8.703926,8.794071,1.656570,1128192
1966-03-28,8.814103,8.894231,8.733974,8.794071,1.656570,1037088
1966-04-04,8.794071,8.814103,8.623798,8.743990,1.647135,989664
1966-04-11,8.743990,8.894231,8.663862,8.874199,1.671663,1134432
1966-04-18,8.864183,9.505208,8.754006,9.415064,1.773547,1266720
1966-04-25,9.405048,9.455128,9.144631,9.204728,1.733925,868608
1966-05-02,9.184696,9.184696,8.673878,8.874199,1.671663,843648
1966-05-09,8.874199,8.874199,8.343349,8.373397,1.577325,1304160
1966-05-16,8.373397,8.493590,8.193109,8.453526,1.592420,1219296
1966-05-23,8.443510,8.643830,8.273237,8.493590,1.599967,793728
1966-05-30,8.493590,8.513622,8.313301,8.413462,1.584872,591552
1966-06-06,8.413462,8.693910,8.363381,8.693910,1.637701,856128
1966-06-13,8.733974,9.054487,8.733974,8.914263,1.689646,896064
1966-06-20,8.914263,9.154647,8.864183,9.124599,1.729513,777504
1966-06-27,9.154647,9.234776,8.483574,8.513622,1.613706,1048320
1966-07-04,8.513622,8.874199,8.453526,8.713942,1.651675,564096
1966-07-11,8.733974,8.794071,8.423478,8.533654,1.617503,771264
1966-07-18,8.533654,8.573718,8.102965,8.122997,1.539666,869856
1966-07-25,8.122997,8.193109,7.612179,7.652244,1.450437,1666080
1966-08-01,7.502003,7.742388,7.371795,7.592147,1.439046,1309152
1966-08-08,7.592147,7.772436,7.411859,7.592147,1.439046,896064
1966-08-15,7.592147,7.632212,7.041266,7.051282,1.336528,1703520
1966-08-22,7.051282,7.201522,6.820913,6.941106,1.315645,1820832
1966-08-29,6.941106,7.031250,6.690705,6.750801,1.279574,2354976
1966-09-05,6.750801,6.780849,6.410256,6.490385,1.230214,1654848
1966-09-12,6.510417,7.191506,6.510417,7.111378,1.347919,2192736
1966-09-19,7.111378,7.271635,6.870994,7.071314,1.350809,1236768
1966-09-26,7.051282,7.061298,6.660657,6.810897,1.301062,1780896
1966-10-03,6.810897,6.941106,6.630609,6.840946,1.306803,1408992
1966-10-10,6.840946,7.231571,6.710737,6.971154,1.331675,1428960
1966-10-17,7.051282,7.552083,7.051282,7.451923,1.423514,1596192
1966-10-24,7.451923,7.732372,7.441907,7.612179,1.454129,1206816
1966-10-31,7.612179,7.892628,7.562099,7.772436,1.484741,1078272
1966-11-07,7.772436,7.872596,7.612179,7.872596,1.503875,934752
1966-11-14,7.872596,7.882612,7.692308,7.812500,1.492395,987168
1966-11-21,7.782452,7.842548,7.652244,7.792468,1.488569,1168128
1966-11-28,7.802484,7.992788,7.752404,7.882612,1.505789,1013376
1966-12-05,7.882612,8.022837,7.812500,7.812500,1.492395,1234272
1966-12-12,7.832532,7.932692,7.451923,7.491987,1.440544,1113216
1966-12-19,7.311699,7.311699,6.891026,6.921074,1.330770,2296320
1966-12-26,6.921074,7.171474,6.750801,7.091346,1.363509,1623648
1967-01-02,7.131410,7.321715,7.011218,7.051282,1.355806,1129440
1967-01-09,7.031250,7.131410,6.780849,6.971154,1.340398,2023008
1967-01-16,6.981170,7.161458,6.981170,7.111378,1.367361,1829568
1967-01-23,7.111378,7.331731,6.981170,7.111378,1.367361,1682304
1967-01-30,7.111378,7.241587,7.041266,7.191506,1.382768,1745952
1967-02-06,7.191506,7.241587,6.941106,7.081330,1.361584,1639872
1967-02-13,7.081330,7.091346,6.790865,6.800881,1.307659,2090400
1967-02-20,6.770833,6.961138,6.610577,6.891026,1.324992,1881984
1967-02-27,6.891026,7.071314,6.790865,7.051282,1.355806,1868256
1967-03-06,7.051282,7.401843,6.891026,7.251603,1.394323,2236416
1967-03-13,7.251603,7.552083,7.131410,7.451923,1.443595,1642368
1967-03-20,7.411859,7.411859,6.991186,7.051282,1.365983,1541280
1967-03-27,7.021234,7.021234,6.770833,6.800881,1.317473,2283840
1967-04-03,6.800881,6.991186,6.710737,6.881010,1.332997,1825824
1967-04-10,6.840946,7.241587,6.760817,7.231571,1.400908,2406144
1967-04-17,7.231571,7.602163,7.181490,7.602163,1.472699,2560896
1967-04-24,7.602163,7.612179,7.431891,7.602163,1.472699,2037984
1967-05-01,7.602163,7.612179,7.331731,7.411859,1.435833,1613664
1967-05-08,7.411859,7.471955,7.231571,7.301683,1.414491,1704768
1967-05-15,7.301683,7.321715,7.101362,7.171474,1.389266,1558752
1967-05-22,7.161458,7.161458,6.901042,7.071314,1.369863,1438944
1967-05-29,7.051282,7.051282,6.780849,6.810897,1.319415,969696
1967-06-05,6.810897,6.971154,6.710737,6.860978,1.329117,1875744
1967-06-12,6.860978,7.331731,6.850962,7.131410,1.392263,1386528
1967-06-19,7.131410,7.171474,6.830929,7.171474,1.400084,1295424
1967-06-26,7.171474,7.251603,6.911058,6.961138,1.359020,1451424
1967-07-03,6.961138,7.011218,6.881010,6.911058,1.349243,1292928
1967-07-10,6.911058,7.792468,6.870994,7.792468,1.521321,2125344
1967-07-17,7.792468,8.473558,7.732372,8.393429,1.638645,3095040
1967-07-24,8.343349,8.513622,8.122997,8.503606,1.660155,1955616
1967-07-31,8.523638,8.764022,8.513622,8.573718,1.676526,1696032
1967-08-07,8.573718,8.603766,8.373397,8.413462,1.645189,1235520
1967-08-14,8.403446,8.553686,8.112981,8.483574,1.658898,1198080
1967-08-21,8.483574,8.673878,8.463542,8.673878,1.696112,1296672
1967-08-28,8.673878,8.854167,8.593750,8.683894,1.698070,1648608
1967-09-04,8.683894,9.044471,8.573718,8.984375,1.756827,1238016
1967-09-11,9.004407,9.134615,8.934295,9.124599,1.784247,844896
1967-09-18,9.124599,9.254808,9.024439,9.124599,1.784247,1138176
1967-09-25,9.124599,9.144631,8.733974,8.984375,1.756827,809952
1967-10-02,8.984375,9.284856,8.964343,9.034455,1.766619,1027104
1967-10-09,9.034455,9.034455,8.453526,8.703926,1.701987,994656
1967-10-16,8.693910,8.854167,8.503606,8.593750,1.680443,909792
1967-10-23,8.593750,8.854167,8.473558,8.754006,1.711780,1574976
1967-10-30,8.754006,8.774038,8.012821,8.012821,1.566846,1481376
1967-11-06,8.012821,8.293269,7.932692,8.223157,1.607976,1210560
1967-11-13,8.223157,8.303285,7.802484,8.133013,1.590350,1488864
1967-11-20,8.122997,8.413462,7.882612,8.333333,1.629521,1332864
1967-11-27,8.363381,8.653846,8.273237,8.323317,1.627562,1315392
1967-12-04,8.323317,8.393429,8.012821,8.042869,1.572723,1755936
1967-12-11,8.042869,8.102965,7.682292,7.712340,1.517609,1896960
1967-12-18,7.712340,7.762420,7.592147,7.642228,1.503813,2127840
1967-12-25,7.642228,7.692308,7.391827,7.692308,1.513666,1985568
1968-01-01,7.692308,7.842548,7.582131,7.692308,1.513666,1052064
1968-01-08,7.732372,8.012821,7.582131,7.642228,1.503813,1330368
1968-01-15,7.642228,7.672276,7.441907,7.481971,1.472278,1674816
1968-01-22,7.481971,7.491987,7.261619,7.281651,1.432859,1506336
1968-01-29,7.281651,7.321715,6.991186,7.281651,1.432859,1431456
1968-02-05,7.281651,7.281651,6.981170,7.031250,1.383587,1400256
1968-02-12,7.031250,7.081330,6.931090,7.031250,1.383587,1235520
1968-02-19,7.031250,7.191506,6.931090,7.051282,1.387528,1468896
1968-02-26,7.041266,7.071314,6.891026,6.991186,1.375703,1347840
1968-03-04,6.991186,7.041266,6.790865,6.941106,1.376130,1483872
1968-03-11,6.971154,7.171474,6.931090,7.081330,1.403930,1156896
1968-03-18,7.081330,7.211538,6.891026,6.921074,1.372159,1341600
1968-03-25,6.881010,6.941106,6.810897,6.921074,1.372159,1225536
1968-04-01,7.031250,7.261619,7.031250,7.151442,1.417830,2126592
1968-04-08,7.151442,7.451923,7.151442,7.421875,1.471446,1362816
1968-04-15,7.381811,7.662260,7.241587,7.502003,1.487333,2321280
1968-04-22,7.421875,7.682292,7.311699,7.642228,1.515133,1370304
1968-04-29,7.642228,7.832532,7.461939,7.572115,1.501233,1427712
1968-05-06,7.532051,7.532051,7.251603,7.331731,1.453575,1214304
1968-05-13,7.331731,7.451923,7.201522,7.281651,1.443645,1481376
1968-05-20,7.271635,7.271635,6.931090,7.071314,1.401945,2665728
1968-05-27,7.071314,7.211538,6.951122,7.061298,1.399960,1538784
1968-06-03,7.111378,7.331731,7.051282,7.121394,1.422409,2786784
1968-06-10,7.121394,7.221554,7.051282,7.121394,1.422409,1988064
1968-06-17,7.121394,7.201522,6.931090,6.991186,1.396401,2221440
1968-06-24,6.991186,6.991186,6.870994,6.911058,1.380398,2227680
1968-07-01,6.911058,6.911058,6.820913,6.850962,1.368394,1872000
1968-07-08,6.850962,7.111378,6.850962,6.891026,1.376396,3506880
1968-07-15,6.891026,6.961138,6.770833,6.860978,1.370395,2305056
1968-07-22,6.860978,6.870994,6.650641,6.710737,1.340385,2295072
1968-07-29,6.710737,6.770833,6.620593,6.660657,1.330383,1886976
1968-08-05,6.680689,6.770833,6.430288,6.530449,1.304375,1960608
1968-08-12,6.530449,6.630609,6.490385,6.580529,1.314379,1579968
1968-08-19,6.580529,6.690705,6.570513,6.670673,1.332384,1667328
1968-08-26,6.670673,6.840946,6.660657,6.740785,1.346388,1400256
1968-09-02,6.740785,6.891026,6.630609,6.820913,1.362391,1652352
1968-09-09,6.850962,7.051282,6.840946,6.911058,1.380398,1867008
1968-09-16,6.911058,7.151442,6.860978,6.901042,1.378397,1777152
1968-09-23,6.901042,6.941106,6.810897,6.860978,1.370395,1895712
1968-09-30,6.860978,7.151442,6.770833,7.131410,1.424410,2458560
1968-10-07,7.131410,7.321715,7.001202,7.101362,1.418409,2315040
1968-10-14,7.101362,7.852564,7.101362,7.742388,1.546444,3866304
1968-10-21,7.742388,7.852564,7.582131,7.682292,1.534441,2575872
1968-10-28,7.662260,7.672276,7.451923,7.542067,1.506434,2507232
1968-11-04,7.542067,7.692308,7.491987,7.642228,1.526440,1579968
1968-11-11,7.642228,7.852564,7.532051,7.752404,1.548445,1654848
1968-11-18,7.752404,7.852564,7.642228,7.842548,1.566452,1382784
1968-11-25,7.842548,8.042869,7.802484,7.982772,1.594459,1860768
1968-12-02,7.982772,7.992788,7.812500,7.872596,1.572454,1331616
1968-12-09,7.862580,7.862580,7.471955,7.732372,1.554678,1840800
1968-12-16,7.732372,7.842548,7.592147,7.662260,1.540582,1457664
1968-12-23,7.662260,7.702324,7.572115,7.572115,1.522457,1075776
1968-12-30,7.572115,7.712340,7.451923,7.672276,1.542595,1297920
1969-01-06,7.672276,7.672276,7.251603,7.251603,1.458014,1970592
1969-01-13,7.251603,7.421875,7.191506,7.241587,1.456001,1752192
1969-01-20,7.241587,7.391827,7.131410,7.261619,1.460029,1974336
1969-01-27,7.261619,7.431891,7.171474,7.431891,1.494263,1661088
1969-02-03,7.401843,7.401843,7.201522,7.361779,1.480167,2916576
1969-02-10,7.361779,7.441907,7.291667,7.421875,1.492249,1320384
1969-02-17,7.421875,7.441907,7.051282,7.111378,1.429821,1384032
1969-02-24,7.101362,7.101362,6.820913,6.931090,1.393571,2130336
1969-03-03,6.931090,7.101362,6.901042,7.071314,1.432530,1794624
1969-03-10,7.071314,7.251603,6.931090,6.971154,1.412238,1465152
1969-03-17,6.971154,7.211538,6.870994,7.161458,1.450792,1865760
1969-03-24,7.161458,7.451923,7.051282,7.391827,1.497461,2744352
1969-03-31,7.391827,7.431891,7.191506,7.241587,1.467025,1359072
1969-04-07,7.241587,7.371795,7.111378,7.341747,1.487315,1701024
1969-04-14,7.341747,7.361779,7.221554,7.291667,1.477170,1294176
1969-04-21,7.271635,7.481971,7.171474,7.421875,1.503547,1698528
1969-04-28,7.411859,7.852564,7.291667,7.822516,1.584711,2633280
1969-05-05,7.792468,7.792468,7.552083,7.702324,1.560361,2023008
1969-05-12,7.702324,7.872596,7.632212,7.752404,1.570508,1722240
1969-05-19,7.752404,7.782452,7.532051,7.722356,1.564420,1737216
1969-05-26,7.712340,7.712340,7.491987,7.552083,1.529925,1169376
1969-06-02,7.532051,7.532051,7.391827,7.411859,1.501519,1025856
1969-06-09,7.411859,7.441907,7.171474,7.331731,1.495725,1867008
1969-06-16,7.331731,7.431891,7.181490,7.241587,1.477336,2225184
1969-06-23,7.241587,7.271635,7.081330,7.271635,1.483466,2366208
